scorer,qrels_variant,threshold,pruning_percent,pipeline,metric,n_queries,mean_full,mean_pruned,mean_diff_pruned_minus_full,lower_bound_relative,lower_bound_absolute,upper_bound_absolute,ci95_low,ci95_high,p_noninferiority,t_noninferiority,df_noninferiority,p_upper_test,t_upper_test,df_upper_test,passes_pruning_tost_p_lt_0.05,margin_respected_by_mean,margin_respected_by_ci,retained_for_plot
metadata_qualt5_ATTFUS_ck5,dev.small,0.15,15.0,BM25,nDCG@10,6980,0.2299347532023317,0.2425993738808407,0.012664620678509,-0.05,-0.0114967376601165,1000000.0,0.008465648970205,0.016863592386813,1.4772555914351478e-29,11.279810790681717,6979.0,0.0,-466853332.0742445,6979.0,True,True,True,True
metadata_qualt5_ATTFUS_ck5,dev.small,0.15,15.0,SPLADE,R@100,6980,0.8166905444126075,0.7948304680038204,-0.021860076408787,-0.05,-0.0408345272206303,1000000.0,-0.0259985951526516,-0.0177215576649224,1.601220074052922e-19,8.987682147148172,6979.0,0.0,-473672857.9258646,6979.0,True,True,True,True
metadata_qualt5_ATTFUS_ck5,dev.small,0.15,15.0,SPLADE,RR@10,6980,0.2969339837176513,0.2922788465911675,-0.0046551371264838,-0.05,-0.0148466991858825,1000000.0,-0.0069720944123696,-0.0023381798405979,3.999207906518157e-18,8.622756908945894,6979.0,0.0,-846068237.5116421,6979.0,True,True,True,True
metadata_qualt5_ATTFUS_ck5,dev.small,0.15,15.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.3468353852233945,-0.0057181437829996,-0.05,-0.0176276764503197,1000000.0,-0.0080657339041143,-0.0033705536618849,1.893110690577399e-23,9.944795651203703,6979.0,0.0,-835028206.888262,6979.0,True,True,True,True
metadata_qualt5_ATTFUS_ck5,dev.small,0.15,15.0,TAS-B,R@100,6980,0.8869149952244508,0.8606017191977078,-0.026313276026743,-0.05,-0.0443457497612225,1000000.0,-0.0305304286588025,-0.0220961233946836,3.110903949281352e-17,8.382226758384949,6979.0,0.0,-464840659.2669166,6979.0,True,True,True,True
metadata_qualt5_ATTFUS_ck5,dev.small,0.15,15.0,TAS-B,RR@10,6980,0.3472977213808159,0.3410831400372947,-0.0062145813435211,-0.05,-0.0173648860690407,1000000.0,-0.0090398555986409,-0.0033893070884013,5.825550876111989e-15,7.736589270306539,6979.0,0.0,-693845550.3085513,6979.0,True,True,True,True
metadata_qualt5_ATTFUS_ck5,dev.small,0.15,15.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.4026364269469771,-0.0080210369087034,-0.05,-0.020532873192784,1000000.0,-0.0108147605787442,-0.0052273132386626,1.0212989925894869e-18,8.779322899478485,6979.0,0.0,-701681413.5482342,6979.0,True,True,True,True
metadata_qualt5_ATTFUS_ck5,dev.small,0.3,30.0,BM25,RR@10,6980,0.1842761631873379,0.197305851184791,0.013029687997453,-0.05,-0.0092138081593668,1000000.0,0.0078504423434611,0.0182089336514449,2.281792101619693e-17,8.418989264457554,6979.0,0.0,-378492171.16795087,6979.0,True,True,True,True
metadata_qualt5_ATTFUS_ck5,dev.small,0.3,30.0,BM25,nDCG@10,6980,0.2299347532023317,0.2387982323243483,0.0088634791220166,-0.05,-0.0114967376601165,1000000.0,0.0038381636164425,0.0138887946275908,1.149135936990723e-15,7.942230393734514,6979.0,0.0,-390085744.5834405,6979.0,True,True,True,True
metadata_qualt5_ATTFUS_ck5,dev.small,0.3,30.0,SPLADE,RR@10,6980,0.2969339837176513,0.2854792604720971,-0.0114547232455541,-0.05,-0.0148466991858825,1000000.0,-0.0149338509735573,-0.007975595517551,0.0280099956118416,1.911198547900532,6979.0,0.0,-563446971.15032,6979.0,True,True,False,True
