scorer,qrels_variant,threshold,pruning_percent,pipeline,metric,n_queries,mean_full,mean_pruned,mean_diff_pruned_minus_full,lower_bound_relative,lower_bound_absolute,upper_bound_absolute,ci95_low,ci95_high,p_noninferiority,t_noninferiority,df_noninferiority,p_upper_test,t_upper_test,df_upper_test,passes_pruning_tost_p_lt_0.05,margin_respected_by_mean,margin_respected_by_ci
cdd,dev.small,0.45,45.0,SPLADE,RR@10,6980,0.29693398371765134,0.18618996452449174,-0.1107440191931596,-0.05,-0.014846699185882568,1000000.0,-0.11884999507635612,-0.10263804330996308,1.0,-23.191272549228138,6979.0,0.0,-241834444.54717857,6979.0,False,False,False
cdd,dev.small,0.45,45.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.21505339204028157,-0.13750013696611263,-0.05,-0.01762767645031971,1000000.0,-0.14590077167442236,-0.1290995022578029,1.0,-27.97246481719916,6979.0,0.0,-233351918.72307974,6979.0,False,False,False
cdd,dev.small,0.45,45.0,TAS-B,R@100,6980,0.8869149952244508,0.4888490926456543,-0.39806590257879654,-0.05,-0.04434574976122255,1000000.0,-0.41009983906231273,-0.38603196609528034,1.0,-57.62029877669348,6979.0,0.0,-162898045.96767366,6979.0,False,False,False
cdd,dev.small,0.45,45.0,TAS-B,RR@10,6980,0.3472977213808159,0.2156323623049984,-0.13166535907581753,-0.05,-0.017364886069040793,1000000.0,-0.140461161011687,-0.12286955713994804,1.0,-25.47393305185771,6979.0,0.0,-222868162.62240607,6979.0,False,False,False
cdd,dev.small,0.45,45.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.24732440814561896,-0.1633330557100616,-0.05,-0.02053287319278403,1000000.0,-0.17235223301976133,-0.15431387840036187,1.0,-31.037394365202452,6979.0,0.0,-217348457.73659748,6979.0,False,False,False
cdd,dev.small,0.6,60.0,BM25,R@100,6980,0.6777578796561604,0.30198185291308494,-0.3757760267430755,-0.05,-0.033887893982808025,1000000.0,-0.38862503460372205,-0.3629270188824289,1.0,-52.16003189955011,6979.0,0.0,-152564673.9444284,6979.0,False,False,False
cdd,dev.small,0.6,60.0,BM25,RR@10,6980,0.18427616318733797,0.10866318733797244,-0.07561297584936554,-0.05,-0.009213808159366899,1000000.0,-0.08347268548988794,-0.06775326620884313,1.0,-16.560732799645393,6979.0,0.0,-249411771.68318847,6979.0,False,False,False
cdd,dev.small,0.6,60.0,BM25,nDCG@10,6980,0.2299347532023317,0.1276248507172909,-0.1023099024850408,-0.05,-0.011496737660116586,1000000.0,-0.11054534658785851,-0.09407445838222307,1.0,-21.616491379747057,6979.0,0.0,-238032598.3903537,6979.0,False,False,False
cdd,dev.small,0.6,60.0,SPLADE,R@100,6980,0.8166905444126075,0.3408548233046801,-0.47583572110792743,-0.05,-0.04083452722063038,1000000.0,-0.488398676695125,-0.4632727655207299,1.0,-67.87690653297761,6979.0,0.0,-156038511.58353463,6979.0,False,False,False
cdd,dev.small,0.6,60.0,SPLADE,RR@10,6980,0.29693398371765134,0.14987401646427434,-0.14705996725337697,-0.05,-0.014846699185882568,1000000.0,-0.15598382736608643,-0.1381361071406675,1.0,-29.043282776405057,6979.0,0.0,-219669988.28500918,6979.0,False,False,False
cdd,dev.small,0.6,60.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.17039132735240303,-0.18216220165399113,-0.05,-0.01762767645031971,1000000.0,-0.19137854536875334,-0.17294585793922893,1.0,-34.99627303284984,6979.0,0.0,-212698698.73527968,6979.0,False,False,False
cdd,dev.small,0.6,60.0,TAS-B,R@100,6980,0.8869149952244508,0.3649474689589303,-0.5219675262655205,-0.05,-0.04434574976122255,1000000.0,-0.5343465550652817,-0.5095884974657592,1.0,-75.63467814133249,6979.0,0.0,-158356928.72663173,6979.0,False,False,False
cdd,dev.small,0.6,60.0,TAS-B,RR@10,6980,0.3472977213808159,0.1724292195388184,-0.17486850184199756,-0.05,-0.017364886069040793,1000000.0,-0.18446889428992294,-0.1652681093940722,1.0,-32.16066042037897,6979.0,0.0,-204190017.39379394,6979.0,False,False,False
cdd,dev.small,0.6,60.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.19463594577003615,-0.2160215180856444,-0.05,-0.02053287319278403,1000000.0,-0.22580131615410276,-0.20624172001718605,1.0,-39.1845681956988,6979.0,0.0,-200444259.47033516,6979.0,False,False,False
finetuned_qualt5,dev.small,0.15,15.0,BM25,R@100,6980,0.6777578796561604,0.6651146131805158,-0.0126432664756447,-0.05,-0.033887893982808025,1000000.0,-0.01879336209567216,-0.006493170855617238,6.886993799137879e-12,6.771590226296787,6979.0,0.0,-318743659.291204,6979.0,True,True,True
finetuned_qualt5,dev.small,0.15,15.0,BM25,RR@10,6980,0.18427616318733797,0.19812929230909174,0.013853129121753764,-0.05,-0.009213808159366899,1000000.0,0.00934990323714201,0.018356355006365517,7.248369020703772e-24,10.041292534030072,6979.0,0.0,-435311037.28907835,6979.0,True,True,True
finetuned_qualt5,dev.small,0.15,15.0,BM25,nDCG@10,6980,0.2299347532023317,0.24255319938010064,0.012618446177768949,-0.05,-0.011496737660116586,1000000.0,0.008401083654035748,0.01683580870150215,3.243196377718362e-29,11.209159768101507,6979.0,0.0,-464817506.7630821,6979.0,True,True,True
finetuned_qualt5,dev.small,0.15,15.0,SPLADE,R@100,6980,0.8166905444126075,0.7932784145176697,-0.02341212989493792,-0.05,-0.04083452722063038,1000000.0,-0.027636421057907624,-0.019187838731968214,3.637051275127099e-16,8.084952745947378,6979.0,0.0,-464055134.5543374,6979.0,True,True,True
finetuned_qualt5,dev.small,0.15,15.0,SPLADE,RR@10,6980,0.29693398371765134,0.2916111224814663,-0.005322861236185018,-0.05,-0.014846699185882568,1000000.0,-0.007647111853530158,-0.0029986106188398774,5.562140185869566e-16,8.032531900859043,6979.0,0.0,-843413336.7284129,6979.0,True,True,True
finetuned_qualt5,dev.small,0.15,15.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.34603923970406825,-0.006514289302325925,-0.05,-0.01762767645031971,1000000.0,-0.008886581281344487,-0.004141997323307364,2.7060368344422902e-20,9.183362337842363,6979.0,0.0,-826333346.9241412,6979.0,True,True,True
finetuned_qualt5,dev.small,0.15,15.0,TAS-B,R@100,6980,0.8869149952244508,0.860339063992359,-0.02657593123209169,-0.05,-0.04434574976122255,1000000.0,-0.030871723293376264,-0.022280139170807116,2.992316541062506e-16,8.108922662228785,6979.0,0.0,-456331214.8876274,6979.0,True,True,True
finetuned_qualt5,dev.small,0.15,15.0,TAS-B,RR@10,6980,0.3472977213808159,0.34008345840724064,-0.007214262973575294,-0.05,-0.017364886069040793,1000000.0,-0.010045107162519681,-0.004383418784630907,1.137779813889855e-12,7.029106974264288,6979.0,0.0,-692480349.1240029,6979.0,True,True,True
finetuned_qualt5,dev.small,0.15,15.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.40160318209275014,-0.009054281762930336,-0.05,-0.02053287319278403,1000000.0,-0.011861269857563658,-0.006247293668297014,6.343079190359066e-16,8.01625352696102,6979.0,0.0,-698365618.1623161,6979.0,True,True,True
finetuned_qualt5,dev.small,0.3,30.0,BM25,R@100,6980,0.6777578796561604,0.6394102196752628,-0.03834765998089781,-0.05,-0.033887893982808025,1000000.0,-0.046223876603196226,-0.030471443358599384,0.866478533447301,-1.1099868576055394,6979.0,0.0,-248889044.9961662,6979.0,False,False,False
finetuned_qualt5,dev.small,0.3,30.0,BM25,RR@10,6980,0.18427616318733797,0.2007211647791877,0.01644500159184973,-0.05,-0.009213808159366899,1000000.0,0.011172049526916042,0.021717953656783417,9.731651225767965e-22,9.539071415196409,6979.0,0.0,-371765929.55072916,6979.0,True,True,True
finetuned_qualt5,dev.small,0.3,30.0,BM25,nDCG@10,6980,0.2299347532023317,0.2434862851842856,0.013551531981953902,-0.05,-0.011496737660116586,1000000.0,0.008446972150452748,0.018656091813455056,4.521625058075775e-22,9.61928623516813,6979.0,0.0,-384029964.6349917,6979.0,True,True,True
finetuned_qualt5,dev.small,0.3,30.0,SPLADE,R@100,6980,0.8166905444126075,0.7534264565425023,-0.06326408787010505,-0.05,-0.04083452722063038,1000000.0,-0.06965726673730423,-0.05687090900290589,0.9999999999966892,-6.877448204359084,6979.0,0.0,-306624313.6427928,6979.0,False,False,False
finetuned_qualt5,dev.small,0.3,30.0,SPLADE,RR@10,6980,0.29693398371765134,0.28651106335561927,-0.01042292036203211,-0.05,-0.014846699185882568,1000000.0,-0.013738665139991075,-0.007107175584073144,0.00446592778008392,2.615385597814394,6979.0,0.0,-591210756.5083729,6979.0,True,True,True
finetuned_qualt5,dev.small,0.3,30.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.337671487879409,-0.014882041126985194,-0.05,-0.01762767645031971,1000000.0,-0.018358734967420888,-0.011405347286549497,0.06082143400298136,1.5481028928477316,6979.0,0.0,-563841418.6799301,6979.0,False,True,False
finetuned_qualt5,dev.small,0.3,30.0,TAS-B,R@100,6980,0.8869149952244508,0.8148638968481375,-0.07205109837631327,-0.05,-0.04434574976122255,1000000.0,-0.07873487632137251,-0.06536732043125403,0.9999999999999998,-8.125779311950996,6979.0,0.0,-293292822.63556576,6979.0,False,False,False
finetuned_qualt5,dev.small,0.3,30.0,TAS-B,RR@10,6980,0.3472977213808159,0.3326043230090508,-0.014693398371765132,-0.05,-0.017364886069040793,1000000.0,-0.01849944379311114,-0.010887352950419123,0.08444064449195997,1.3759499236934907,6979.0,0.0,-515050076.8968699,6979.0,False,True,False
finetuned_qualt5,dev.small,0.3,30.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3905147210561467,-0.020142742799533826,-0.05,-0.02053287319278403,1000000.0,-0.024085288573261417,-0.016200197025806235,0.42309868074638407,0.1939797780340181,6979.0,0.0,-497217815.62632036,6979.0,False,True,False
finetuned_qualt5,dev.small,0.45,45.0,BM25,R@100,6980,0.6777578796561604,0.5918935052531041,-0.08586437440305636,-0.05,-0.033887893982808025,1000000.0,-0.0957093161561869,-0.07601943264992582,1.0,-10.349446736469826,6979.0,0.0,-199117899.8931754,6979.0,False,False,False
finetuned_qualt5,dev.small,0.45,45.0,BM25,RR@10,6980,0.18427616318733797,0.19604317323873197,0.011767010051394008,-0.05,-0.009213808159366899,1000000.0,0.005674396065374879,0.01785962403741314,7.9534901364686e-12,6.750596883015682,6979.0,0.0,-321750883.8677707,6979.0,True,True,True
finetuned_qualt5,dev.small,0.45,45.0,BM25,nDCG@10,6980,0.2299347532023317,0.23492755732618875,0.00499280412385703,-0.05,-0.011496737660116586,1000000.0,-0.0011016412337602772,0.011087249481474337,5.840854811381016e-08,5.303930403860801,6979.0,0.0,-321654200.39350444,6979.0,True,True,True
finetuned_qualt5,dev.small,0.45,45.0,SPLADE,R@100,6980,0.8166905444126075,0.6890401146131805,-0.12765042979942692,-0.05,-0.04083452722063038,1000000.0,-0.13634329360653155,-0.11895756599232228,1.0,-19.577616908604245,6979.0,0.0,-225507295.62393552,6979.0,False,False,False
finetuned_qualt5,dev.small,0.45,45.0,SPLADE,RR@10,6980,0.29693398371765134,0.27322247237003683,-0.023711511347614497,-0.05,-0.014846699185882568,1000000.0,-0.028291503844993956,-0.01913151885023504,0.9999253344679749,-3.7942696147860597,6979.0,0.0,-428014675.9491671,6979.0,False,False,False
finetuned_qualt5,dev.small,0.45,45.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.31936756080218875,-0.03318596820420553,-0.05,-0.01762767645031971,1000000.0,-0.03800956546431036,-0.028362370944100698,0.9999999998637064,-6.322870518066149,6979.0,0.0,-406398776.15854174,6979.0,False,False,False
finetuned_qualt5,dev.small,0.45,45.0,TAS-B,R@100,6980,0.8869149952244508,0.7405682903533906,-0.14634670487106016,-0.05,-0.04434574976122255,1000000.0,-0.15535775981971506,-0.13733564992240527,1.0,-22.189729967752715,6979.0,0.0,-217544367.02334818,6979.0,False,False,False
finetuned_qualt5,dev.small,0.45,45.0,TAS-B,RR@10,6980,0.3472977213808159,0.3154203620321099,-0.03187735934870605,-0.05,-0.017364886069040793,1000000.0,-0.03701089602981005,-0.02674382266760205,0.9999999844816359,-5.5417659558476995,6979.0,0.0,-381862279.8272184,6979.0,False,False,False
finetuned_qualt5,dev.small,0.45,45.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3671228631329111,-0.04353460072276947,-0.05,-0.02053287319278403,1000000.0,-0.04889146203925521,-0.03817773940628373,1.0,-8.41731283618975,6979.0,0.0,-365942653.2925037,6979.0,False,False,False
finetuned_qualt5,dev.small,0.6,60.0,BM25,R@100,6980,0.6777578796561604,0.5248567335243552,-0.15290114613180517,-0.05,-0.033887893982808025,1000000.0,-0.1646286439271029,-0.14117364833650742,1.0,-19.89359992475032,6979.0,0.0,-167154519.41098964,6979.0,False,False,False
finetuned_qualt5,dev.small,0.6,60.0,BM25,RR@10,6980,0.18427616318733797,0.18842571746941372,0.004149554282075774,-0.05,-0.009213808159366899,1000000.0,-0.002660142854020343,0.010959251418171891,6.034274458645877e-05,3.846904166864812,6979.0,0.0,-287869476.5451989,6979.0,True,True,True
finetuned_qualt5,dev.small,0.6,60.0,BM25,nDCG@10,6980,0.2299347532023317,0.22214549960873783,-0.007789253593593866,-0.05,-0.011496737660116586,1000000.0,-0.014738585662738307,-0.0008399215244494244,0.14783868018322402,1.0458265079304145,6979.0,0.0,-282085235.51593083,6979.0,False,True,False
finetuned_qualt5,dev.small,0.6,60.0,SPLADE,R@100,6980,0.8166905444126075,0.5978032473734478,-0.21888729703915952,-0.05,-0.04083452722063038,1000000.0,-0.22968180051769074,-0.2080927935606283,1.0,-32.33474796929014,6979.0,0.0,-181602089.5373389,6979.0,False,False,False
finetuned_qualt5,dev.small,0.6,60.0,SPLADE,RR@10,6980,0.29693398371765134,0.2511738186200937,-0.04576016509755765,-0.05,-0.014846699185882568,1000000.0,-0.0516101848013215,-0.0399101453937938,1.0,-10.358903500324766,6979.0,0.0,-335093580.3816698,6979.0,False,False,False
finetuned_qualt5,dev.small,0.6,60.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.2909566052883615,-0.061596923718032735,-0.05,-0.01762767645031971,1000000.0,-0.0677447558314958,-0.05544909160456967,1.0,-14.020078600764755,6979.0,0.0,-318861029.8237587,6979.0,False,False,False
finetuned_qualt5,dev.small,0.6,60.0,TAS-B,R@100,6980,0.8869149952244508,0.6365329512893982,-0.25038204393505253,-0.05,-0.04434574976122255,1000000.0,-0.2612787003940374,-0.23948538747606765,1.0,-37.065843500565585,6979.0,0.0,-179899628.5087291,6979.0,False,False,False
finetuned_qualt5,dev.small,0.6,60.0,TAS-B,RR@10,6980,0.3472977213808159,0.2909970095965798,-0.05630071178423614,-0.05,-0.017364886069040793,1000000.0,-0.06271948868627918,-0.04988193488219309,1.0,-11.891058752705336,6979.0,0.0,-305401496.0196343,6979.0,False,False,False
finetuned_qualt5,dev.small,0.6,60.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.3347545705350032,-0.07590289332067736,-0.05,-0.02053287319278403,1000000.0,-0.08257606174426202,-0.0692297248970927,1.0,-16.2654473450779,6979.0,0.0,-293759123.476975,6979.0,False,False,False
itn,dev.small,0.15,15.0,BM25,R@100,6980,0.6777578796561604,0.6143505253104108,-0.06340735434574976,-0.05,-0.033887893982808025,1000000.0,-0.07175002429597646,-0.05506468439552307,0.9999999999978065,-6.936282429568435,6979.0,0.0,-234973227.29135835,6979.0,False,False,False
itn,dev.small,0.15,15.0,BM25,RR@10,6980,0.18427616318733797,0.18092929913130484,-0.003346864056033109,-0.05,-0.009213808159366899,1000000.0,-0.008547441450689856,0.001853713338623639,0.013517311831842349,2.211484009396916,6979.0,0.0,-376939677.25750357,6979.0,True,True,True
itn,dev.small,0.15,15.0,BM25,nDCG@10,6980,0.2299347532023317,0.2226308898856378,-0.007303863316693895,-0.05,-0.011496737660116586,1000000.0,-0.012465125764319513,-0.002142600869068277,0.055658894863009276,1.5924995589305855,6979.0,0.0,-379810945.93500495,6979.0,False,True,False
itn,dev.small,0.15,15.0,SPLADE,R@100,6980,0.8166905444126075,0.7285100286532952,-0.08818051575931232,-0.05,-0.04083452722063038,1000000.0,-0.09552508393937882,-0.08083594757924582,1.0,-12.636893886563552,6979.0,0.0,-266905294.21657246,6979.0,False,False,False
itn,dev.small,0.15,15.0,SPLADE,RR@10,6980,0.29693398371765134,0.27534474916996404,-0.021589234547687266,-0.05,-0.014846699185882568,1000000.0,-0.025533048547773253,-0.01764542054760128,0.999595888640646,-3.3514305586708915,6979.0,0.0,-497057924.2358872,6979.0,False,False,False
itn,dev.small,0.15,15.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.3250524634423248,-0.027501065564069387,-0.05,-0.01762767645031971,1000000.0,-0.03170357147585275,-0.02329855965228602,0.9999979066265658,-4.605548252914751,6979.0,0.0,-466460738.7101306,6979.0,False,False,False
itn,dev.small,0.15,15.0,TAS-B,R@100,6980,0.8869149952244508,0.7904727793696275,-0.09644221585482332,-0.05,-0.04434574976122255,1000000.0,-0.10406217992167135,-0.08882225178797529,1.0,-13.402282188229243,6979.0,0.0,-257258975.23827037,6979.0,False,False,False
itn,dev.small,0.15,15.0,TAS-B,RR@10,6980,0.3472977213808159,0.31828472506481104,-0.029012996316004912,-0.05,-0.017364886069040793,1000000.0,-0.03357119205503069,-0.024454800576979137,0.9999997202964594,-5.009402388406845,6979.0,0.0,-430061394.29786307,6979.0,False,False,False
itn,dev.small,0.15,15.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.37494399472905443,-0.03571346912662614,-0.05,-0.02053287319278403,1000000.0,-0.04043586276182806,-0.030991075491424217,0.9999999998437298,-6.301588684626216,6979.0,0.0,-415108137.8583876,6979.0,False,False,False
itn,dev.small,0.3,30.0,BM25,R@100,6980,0.6777578796561604,0.5029011461318051,-0.1748567335243553,-0.05,-0.033887893982808025,1000000.0,-0.18618771563984804,-0.16352575140886255,1.0,-24.38815729388289,6979.0,0.0,-173003918.01216874,6979.0,False,False,False
itn,dev.small,0.3,30.0,BM25,RR@10,6980,0.18427616318733797,0.15460448219402378,-0.02967168099331423,-0.05,-0.009213808159366899,1000000.0,-0.03628144978674398,-0.023061912199884474,0.9999999993157225,-6.067330090463524,6979.0,0.0,-296576790.7415778,6979.0,False,False,False
itn,dev.small,0.3,30.0,BM25,nDCG@10,6980,0.2299347532023317,0.18851653050615338,-0.04141822269617831,-0.05,-0.011496737660116586,1000000.0,-0.048205086734347355,-0.03463135865800926,1.0,-8.642460673966058,6979.0,0.0,-288837971.16036934,6979.0,False,False,False
itn,dev.small,0.3,30.0,SPLADE,R@100,6980,0.8166905444126075,0.589087870105062,-0.22760267430754538,-0.05,-0.04083452722063038,1000000.0,-0.23828983503059228,-0.21691551358449848,1.0,-34.25814839653662,6979.0,0.0,-183426118.04056895,6979.0,False,False,False
itn,dev.small,0.3,30.0,SPLADE,RR@10,6980,0.29693398371765134,0.23732199708918905,-0.05961198662846228,-0.05,-0.014846699185882568,1000000.0,-0.06568337033825097,-0.05354060291867358,1.0,-14.45363600050513,6979.0,0.0,-322875998.07450634,6979.0,False,False,False
itn,dev.small,0.3,30.0,SPLADE,nDCG@10,6980,0.3525535290063942,0.27609181744981787,-0.07646171155657634,-0.05,-0.01762767645031971,1000000.0,-0.0829416810780289,-0.06998174203512378,1.0,-17.79832320352015,6979.0,0.0,-302517488.9375838,6979.0,False,False,False
itn,dev.small,0.3,30.0,TAS-B,R@100,6980,0.8869149952244508,0.6366881566380135,-0.2502268385864374,-0.05,-0.04434574976122255,1000000.0,-0.26111366445382084,-0.23934001271905397,1.0,-37.07136664489942,6979.0,0.0,-180062074.33953527,6979.0,False,False,False
itn,dev.small,0.3,30.0,TAS-B,RR@10,6980,0.3472977213808159,0.2720964660936008,-0.07520125528721518,-0.05,-0.017364886069040793,1000000.0,-0.08196069365596578,-0.06844181691846457,1.0,-16.773118906834046,6979.0,0.0,-290009908.90214616,6979.0,False,False,False
itn,dev.small,0.3,30.0,TAS-B,nDCG@10,6980,0.4106574638556805,0.31640691923271874,-0.0942505446229618,-0.05,-0.02053287319278403,1000000.0,-0.10133691788614352,-0.08716417135978008,1.0,-20.392524881492722,6979.0,0.0,-276630099.78298396,6979.0,False,False,False
itn,dev.small,0.45,45.0,BM25,R@100,6980,0.6777578796561604,0.39471107927411647,-0.28304680038204394,-0.05,-0.033887893982808025,1000000.0,-0.2958446279522757,-0.2702489728118122,1.0,-38.16485163113089,6979.0,0.0,-153174787.06708223,6979.0,False,False,False
itn,dev.small,0.45,45.0,BM25,RR@10,6980,0.18427616318733797,0.13028766998681038,-0.053988493200527586,-0.05,-0.009213808159366899,1000000.0,-0.06138154998812839,-0.04659543641292678,1.0,-11.87221941235237,6979.0,0.0,-265154741.84579203,6979.0,False,False,False
itn,dev.small,0.45,45.0,BM25,nDCG@10,6980,0.2299347532023317,0.15708972057927928,-0.07284503262305243,-0.05,-0.011496737660116586,1000000.0,-0.08054410272778863,-0.06514596251831624,1.0,-15.620237743596737,6979.0,0.0,-254615696.9951745,6979.0,False,False,False
